Substance,ISO,Country,geo,Subnational desc,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
GWP_100_AR5_GHG,ABW,Aruba,,,220.32,246.86,272.00,273.56,309.07,338.72,229.58,368.72,377.76,382.74,348.03,351.09,376.49,426.81,441.16,478.27,487.74,522.83,515.30,550.74,528.91,340.92,405.71,440.54,469.92,491.52,515.07,496.69,494.97,540.01,519.08,538.33,567.49,569.50,588.72
GWP_100_AR5_GHG,AFG,Afghanistan,,,12931.55,13013.96,12065.81,12186.09,12247.31,12463.46,13735.24,14797.40,15647.83,16508.48,14364.94,12628.45,15228.57,15857.56,15993.34,16144.91,16338.50,17511.65,20859.99,23862.50,27768.53,31898.81,29759.35,28131.94,28354.54,28093.08,27164.74,30474.59,31935.81,32436.17,32400.17,32835.85,31912.14,32435.11,33034.84
GWP_100_AR5_GHG,AGO,Angola,,,34084.53,33399.06,32661.43,36630.46,47405.67,54625.32,65542.52,67282.01,73101.05,73837.69,68933.00,67211.38,64921.62,65375.93,70639.25,68698.81,61220.94,59728.51,63036.15,64538.42,71664.96,70561.94,72492.01,77026.25,78997.62,83536.86,80625.51,75433.64,70465.12,71208.75,63159.22,66601.92,68035.24,68280.79,69922.94
GWP_100_AR5_GHG,AIA,Anguilla,,,7.97,9.53,9.90,12.03,15.34,18.77,18.62,15.91,14.77,14.08,17.89,18.44,13.28,16.66,16.07,16.33,15.51,15.06,18.10,23.19,27.19,29.27,29.32,31.31,31.29,31.42,31.81,32.56,31.68,31.04,26.12,25.31,25.16,25.16,26.04
GWP_100_AR5_GHG,AIR,International aviation,,,264256.68,257138.94,265696.54,270898.59,284816.88,295649.07,307733.57,322567.85,333351.50,347522.94,360037.45,353823.79,374406.67,372288.41,408435.38,434717.50,450182.98,465329.76,472535.15,449629.62,475334.23,488254.15,490417.29,498900.38,513857.06,543596.04,567905.93,597733.37,623932.40,633217.05,299636.33,330748.41,477751.48,578330.74,622334.16
GWP_100_AR5_GHG,ALB,Albania,AL01,Veri,3733.81,2905.30,1962.40,1949.50,2175.39,2065.74,2018.56,1775.57,1840.85,2329.13,2389.53,2471.20,2649.83,2753.28,2814.77,2659.96,2745.25,2764.57,2683.65,2860.59,3113.84,3320.02,3155.24,3199.04,3291.51,3278.55,3061.41,3528.93,3538.80,3253.36,3181.14,3424.99,2955.03,2785.22,2740.31
GWP_100_AR5_GHG,ALB,Albania,AL02,Qender,3553.82,2798.96,1677.46,1695.31,1794.59,1680.41,1626.13,1407.56,1506.63,1759.68,1804.73,1874.71,1960.07,2086.23,2135.60,2012.62,2009.93,1986.73,1897.75,1899.48,2003.33,2101.80,1992.51,1992.83,2209.20,2095.30,2029.00,2315.99,2452.79,2246.56,2131.00,2396.53,2141.95,2143.21,2116.71
GWP_100_AR5_GHG,ALB,Albania,AL03,Jug,4210.73,3348.33,2531.49,2564.53,2937.28,2803.26,2637.70,2346.10,2441.41,2852.01,2940.04,2969.91,3271.21,3273.56,3336.75,3194.56,3153.69,3117.80,3042.96,2973.48,2927.66,3018.74,2971.76,3143.97,3309.77,3284.30,3176.69,3238.53,3105.31,3051.22,2579.76,2563.06,2491.52,2227.39,2164.45
GWP_100_AR5_GHG,ALB,Albania,,,,,,,,,,,,57.71,63.39,69.55,125.81,82.12,116.14,125.75,128.83,123.69,155.71,29.61,26.65,64.05,57.65,101.87,108.28,105.20,108.30,111.21,94.16,115.11,105.30,111.71,109.11,105.43,102.84
GWP_100_AR5_GHG,ANT,Curaçao,,,2844.07,2946.71,3080.62,2557.67,2865.96,2872.72,2902.72,5523.73,5712.97,5663.81,5886.14,5885.34,5625.43,5636.37,5855.19,6138.08,5996.12,6483.45,6416.04,6084.24,4440.39,5713.51,5800.31,5330.19,5871.38,5936.95,5161.73,4161.30,3368.96,2610.51,2193.63,2333.74,2410.18,2404.46,2492.67
GWP_100_AR5_GHG,ARE,United Arab Emirates,,,79503.67,87887.22,87420.94,94052.92,98940.66,103984.52,109083.86,110869.29,111937.19,114688.56,117226.02,129743.47,131314.42,139410.55,146051.81,155519.23,162324.98,172835.81,200391.42,201499.31,209693.26,217382.00,226717.27,238577.45,242049.74,254207.26,262189.46,254267.21,238779.50,251893.83,249749.04,255352.46,255592.73,254307.32,264148.37
GWP_100_AR5_GHG,ARG,Argentina,,,253065.22,256909.85,258914.68,260777.43,266299.32,269119.83,276373.82,281285.69,285170.67,291770.16,288445.33,285500.70,284541.34,305899.50,324653.30,329384.57,342681.53,354363.06,357015.90,333452.15,337310.51,343825.50,351325.16,360023.68,359812.71,366040.81,369182.72,372696.43,372510.51,369602.00,354158.27,371318.18,383535.36,377674.54,374344.61
GWP_100_AR5_GHG,ARM,Armenia,,,24306.83,24869.46,14019.90,7678.56,5280.92,5960.36,5001.17,5702.82,5726.64,5352.76,5862.48,5998.38,5547.19,5993.97,6477.90,7220.03,7189.26,8134.38,8611.37,7339.60,7071.44,7698.04,8567.64,8611.07,8968.50,8896.53,8731.31,8935.33,9079.55,9560.28,10281.78,10908.03,11221.55,10725.98,10780.58
GWP_100_AR5_GHG,ASM,American Samoa,,,7.34,7.42,7.50,7.58,7.66,7.74,7.80,7.87,7.94,8.01,8.07,8.79,8.84,8.89,8.87,8.86,8.84,8.83,8.76,8.73,8.72,8.72,8.71,8.73,8.75,8.77,8.78,8.79,8.78,8.79,8.83,8.86,8.86,8.87,8.88
GWP_100_AR5_GHG,ATG,Antigua and Barbuda,,,246.62,248.26,249.96,247.08,263.75,272.79,271.29,283.12,288.70,292.23,225.42,222.88,240.70,255.09,258.76,265.19,288.70,307.00,322.74,357.37,347.39,279.68,293.99,327.37,347.75,359.30,384.16,346.13,355.69,409.91,393.10,399.07,411.20,415.08,426.85
GWP_100_AR5_GHG,AUS,Australia,,,460699.91,463507.68,465523.61,470059.82,474146.06,482243.94,495314.32,508107.91,529156.86,535808.51,545708.16,555246.99,564952.29,553808.64,575645.82,577228.30,584428.84,592235.31,590422.72,597631.73,598752.54,610735.00,614851.06,604924.97,597200.25,600750.16,595968.12,612942.52,608065.61,605153.98,579547.45,576189.06,571780.76,587513.10,591453.96
GWP_100_AR5_GHG,AUT,Austria,AT11,Burgenland,2037.88,2185.52,2147.43,2158.02,2166.93,2230.54,2377.19,2271.10,2351.38,2314.34,2263.96,2409.18,2502.61,2615.08,2684.26,2716.89,2651.93,2603.16,2532.72,2403.77,2541.63,2463.67,2410.66,2475.03,2401.49,2449.01,2488.04,2540.24,2496.43,2499.04,2318.40,2417.13,2240.56,2153.61,2126.02
GWP_100_AR5_GHG,AUT,Austria,AT12,Niederösterreich,21822.04,23011.83,21395.43,21731.93,22064.98,22608.51,23223.83,23039.84,22931.53,21972.28,21959.04,23237.51,23906.66,25873.83,26468.27,26923.61,26458.54,26212.01,25685.69,22812.58,24655.56,24498.92,23311.94,23443.62,22320.03,22626.54,21276.45,22026.67,21549.21,22225.75,19161.24,19938.08,19594.07,18776.65,18616.64
GWP_100_AR5_GHG,AUT,Austria,AT13,Wien,4645.52,5015.49,4707.66,4641.35,4566.99,4755.19,5241.86,4782.19,4720.47,4739.66,4299.94,5386.69,5409.00,5503.38,5408.97,5604.09,5295.64,4831.97,4800.91,5910.22,6206.56,5646.76,4977.51,4646.81,4189.43,4618.24,4835.76,5285.37,4873.85,5004.03,4586.47,5192.91,4793.13,4159.53,4107.01
GWP_100_AR5_GHG,AUT,Austria,AT21,Kärnten,5111.61,5421.46,5348.24,5330.50,5254.31,5289.12,6059.93,6009.75,6012.99,5897.14,6001.09,6467.38,6703.29,7077.46,7187.16,7115.35,6984.67,6951.87,6706.36,6314.02,6585.48,6518.11,5697.59,5855.13,5710.12,5776.73,5863.56,5989.42,5985.79,5947.54,5579.36,5791.45,5434.76,5110.90,5051.06
GWP_100_AR5_GHG,AUT,Austria,AT22,Steiermark,17067.70,18040.02,16160.97,16219.87,16362.74,16826.94,17441.07,17737.06,17622.70,17136.33,16934.05,17680.65,17366.69,18367.39,18381.22,18379.33,17864.74,16327.57,16230.04,14585.72,15565.89,15453.53,15655.88,15925.78,15020.69,15331.73,15857.24,16477.95,15766.31,15796.66,15286.82,15014.86,14284.85,13360.58,13265.15
GWP_100_AR5_GHG,AUT,Austria,AT31,Oberösterreich,19511.73,20093.78,18743.30,18423.34,18653.81,19979.63,20731.40,20817.80,20816.98,20520.51,21417.77,21713.25,22478.39,23258.15,23154.94,22983.10,22316.10,22003.70,22688.24,19724.48,21941.32,21555.53,20960.32,20961.58,20411.65,20406.00,21115.48,21057.37,19828.28,20373.70,19565.45,20724.02,19526.95,18413.86,18328.86
GWP_100_AR5_GHG,AUT,Austria,AT32,Salzburg,3852.66,4094.36,3992.44,3980.88,3927.58,3976.13,4192.61,4161.08,4230.57,4117.71,4095.23,4551.80,4682.54,4847.38,4897.47,4924.04,4813.21,4696.85,4673.65,4365.23,4480.57,4324.50,4220.39,4276.59,4124.07,4245.03,4347.27,4424.84,4381.26,4366.86,4091.66,4287.09,4000.15,3738.47,3696.71
GWP_100_AR5_GHG,AUT,Austria,AT33,Tirol,4198.05,4489.47,4416.51,4411.42,4354.91,4485.45,4757.86,4535.54,4708.39,4655.34,4574.42,4869.63,5003.75,5206.34,5292.09,5310.13,5178.23,5033.10,4966.22,4689.61,4852.13,4671.91,4594.50,4718.96,4541.53,4654.50,4734.44,4817.93,4730.43,4736.67,4426.21,4637.84,4276.13,4048.48,3996.66
GWP_100_AR5_GHG,AUT,Austria,AT34,Vorarlberg,1836.84,1974.07,1940.73,1941.45,1919.25,2002.40,2115.90,1996.12,2067.92,2049.20,1989.48,2119.51,2166.56,2260.69,2300.67,2309.68,2256.89,2174.77,2147.58,2026.34,2128.74,2030.89,1994.02,2029.42,1940.62,1990.58,2018.23,2074.63,2007.18,2016.87,1882.23,1987.66,1808.23,1711.05,1687.95
GWP_100_AR5_GHG,AUT,Austria,,,93.44,99.64,105.92,118.32,124.51,124.68,137.08,140.17,155.67,155.66,146.46,140.26,143.37,143.45,159.22,160.49,168.60,169.83,166.19,165.03,163.16,166.13,154.63,157.40,161.01,163.36,164.29,163.25,173.86,167.10,74.81,87.05,120.39,123.22,123.86
GWP_100_AR5_GHG,AZE,Azerbaijan,,,67673.39,65863.29,55329.24,49015.30,43498.25,42671.11,37268.98,36555.21,36984.58,37961.57,39687.77,39027.72,38874.52,41690.14,41665.37,44539.42,46218.15,46628.33,51141.85,45504.92,44485.03,46923.79,50028.60,51262.50,53094.15,52971.49,52698.74,52425.94,53136.46,55943.30,54333.82,56596.09,59236.26,60991.82,58279.79
GWP_100_AR5_GHG,BDI,Burundi,,,3046.47,3179.52,3134.02,3187.55,3162.48,3286.27,3393.11,3445.78,3426.35,2986.34,3051.81,3034.13,3002.96,3043.64,3195.37,3310.23,3514.88,3786.31,3771.34,4009.71,4363.10,4633.92,4631.06,5750.50,5703.84,5691.15,6025.87,6713.54,7017.28,6757.39,6761.68,7904.72,7709.86,8187.16,8421.72
GWP_100_AR5_GHG,BEL,Belgium,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,3494.40,3811.06,3828.70,3746.02,3704.30,3821.19,4265.30,4069.63,4123.57,3985.68,3849.98,4026.80,3842.82,4075.95,4046.92,3962.90,3764.96,3510.03,3981.05,3749.34,3978.88,3402.52,3475.40,3733.13,3169.69,3499.85,3486.38,3431.35,3447.96,3366.59,3248.66,3416.17,2962.39,2917.94,2888.55
GWP_100_AR5_GHG,BEL,Belgium,BE21,Prov. Antwerpen,21531.20,23303.85,22978.54,20468.20,20592.55,20326.39,21717.50,21374.92,20926.34,20317.97,20312.74,20512.96,19825.16,20306.21,20116.81,20959.09,20707.77,20367.31,21294.79,20817.96,21302.88,17996.09,18373.75,18039.55,17210.48,17969.42,17969.86,18388.43,18613.00,18940.60,17372.63,17684.18,16293.98,15882.08,15846.64
GWP_100_AR5_GHG,BEL,Belgium,BE22,Prov. Limburg (BE),9395.71,9742.35,9707.28,9350.38,9663.26,9752.27,10045.69,9607.65,9587.83,8857.38,8954.33,9128.76,8832.04,9036.06,8771.42,8662.77,8271.64,8340.51,8490.48,8027.89,8229.15,8957.65,8928.40,9285.28,10442.66,10890.18,9404.28,7043.70,7034.81,6991.24,6532.97,6746.66,6332.46,6026.82,6029.53
GWP_100_AR5_GHG,BEL,Belgium,BE23,Prov. Oost-Vlaanderen,23540.10,23662.67,22992.25,22824.48,24229.72,24058.71,24496.68,23687.17,26253.36,25246.50,25939.06,24707.84,22578.22,23395.37,22585.69,21584.08,21229.83,21110.45,21300.87,19906.20,22901.86,20980.56,20615.07,21091.26,19159.87,19738.70,21110.46,21329.52,21312.02,21032.10,19282.13,20036.82,19028.48,17966.50,18406.43
GWP_100_AR5_GHG,BEL,Belgium,BE24,Prov. Vlaams-Brabant,8133.02,8480.76,8227.31,11711.73,10853.57,11073.91,11775.66,11706.07,11174.52,11039.28,10587.11,11505.54,11180.97,11733.56,12533.93,12016.80,11549.33,10975.90,10640.95,10385.65,10497.03,9242.61,9178.13,9200.31,8488.72,9059.15,9053.20,9227.16,9218.56,9166.27,8492.07,8727.51,8253.63,7811.60,7826.20
GWP_100_AR5_GHG,BEL,Belgium,BE25,Prov. West-Vlaanderen,10909.36,11658.80,11743.14,11412.82,11675.55,12047.14,12750.95,12515.70,14730.86,14899.17,14456.54,14201.08,13768.05,13962.64,14274.46,13709.60,13433.81,13098.59,13159.20,12905.78,13047.46,11768.85,11936.32,11972.82,11202.91,11703.85,11710.61,11649.24,11688.47,11644.90,10977.76,11249.55,10621.97,10182.27,10148.17
GWP_100_AR5_GHG,BEL,Belgium,BE31,Prov. Brabant wallon,2940.61,3071.89,3099.61,3083.50,3180.58,3229.59,3424.09,3327.57,3359.90,3325.88,3251.18,3351.18,3156.51,3272.25,3304.19,3207.84,3137.39,3044.59,3234.35,3057.12,3139.73,2898.18,3057.99,3134.76,2953.60,3118.95,3158.65,3114.21,3156.68,3117.39,2880.63,2987.26,2843.95,2777.75,2797.91
GWP_100_AR5_GHG,BEL,Belgium,BE32,Prov. Hainaut,27990.63,27912.83,27521.61,27107.77,28784.88,29186.60,29866.16,28894.45,29239.08,28356.45,28931.93,29880.17,28935.65,28740.17,27801.20,27573.86,27155.79,26887.18,26396.24,25735.65,27837.39,26272.67,25984.61,26213.96,25604.11,26106.44,26190.58,26061.61,26184.68,25970.12,24738.49,25507.14,23632.34,22382.86,22490.05
GWP_100_AR5_GHG,BEL,Belgium,BE33,Prov. Liège,20333.78,20499.01,19634.66,18219.08,21889.78,21917.16,22246.79,21948.71,21360.62,20909.84,21421.16,20788.03,19003.71,19807.32,19609.15,18597.40,18009.50,17453.33,17775.07,15251.36,16795.50,16415.67,14825.49,14534.77,12311.28,12581.14,12607.69,12617.38,12734.79,12860.38,11832.14,12302.89,11641.68,11097.46,11171.84
GWP_100_AR5_GHG,BEL,Belgium,BE34,Prov. Luxembourg (BE),3792.22,3868.73,3992.53,4045.16,4152.31,4232.19,4401.48,4328.68,4309.85,4329.55,4364.54,4477.86,4410.81,4572.13,4686.80,4587.78,4468.12,4460.28,4574.72,4410.55,4468.24,4146.10,4134.91,4223.06,4041.39,4294.42,4285.54,4235.17,4226.95,4200.00,3810.52,4058.16,3888.67,3873.15,3898.40
GWP_100_AR5_GHG,BEL,Belgium,BE35,Prov. Namur,7880.11,7987.25,7923.89,7694.04,8118.68,8121.75,8274.85,8164.69,8239.76,8191.74,8904.26,8685.40,8184.98,8501.18,8591.50,8312.85,8257.10,8142.26,8235.72,7378.17,7791.69,7338.57,7078.78,7322.62,7470.15,7784.36,6696.07,6545.32,6648.00,6697.70,6106.07,6406.71,6084.41,5926.01,5948.61
GWP_100_AR5_GHG,BEL,Belgium,,,631.65,632.43,714.97,752.11,850.53,940.24,979.78,1060.83,1103.54,1020.44,933.76,892.68,805.70,901.88,797.59,740.53,483.70,504.58,502.10,426.51,505.20,485.54,470.01,479.95,457.17,445.97,429.81,437.48,430.79,405.33,398.05,398.36,404.42,381.82,371.70
GWP_100_AR5_GHG,BEN,Benin,,,3838.91,3930.37,4035.15,4055.96,4388.84,4169.17,5111.51,5391.10,5408.25,5754.66,5974.48,6505.45,6955.44,7319.24,7636.77,8082.13,9340.56,10051.85,10163.39,10688.80,11548.75,11643.95,11591.28,12313.74,12941.47,13499.58,15174.97,15519.99,16930.61,17138.12,17664.30,16185.29,17053.14,17353.94,17767.05
GWP_100_AR5_GHG,BFA,Burkina Faso,,,11306.68,11897.66,12022.04,12314.43,12706.13,13128.34,13543.33,14036.17,14456.89,13841.97,14180.97,15852.94,16240.78,19548.61,19809.26,20476.72,20953.18,21823.12,22970.25,23475.47,24323.59,24990.54,25954.51,26970.50,27292.33,29009.98,29872.90,31000.00,32602.62,33774.75,30195.24,35436.89,35742.64,34592.12,34917.75
GWP_100_AR5_GHG,BGD,Bangladesh,,,74874.47,74986.19,77649.12,79414.77,82339.46,88460.18,89971.75,92516.60,93616.27,98303.57,100352.60,106952.25,110024.28,112993.62,115586.70,119673.07,124198.95,128730.64,135770.95,140713.26,148330.55,153310.61,158705.18,161798.44,168311.97,177462.28,186209.81,195450.56,200538.96,205744.37,202742.90,219364.98,222979.36,215833.65,220826.72
GWP_100_AR5_GHG,BGR,Bulgaria,BG31,Severozapaden,8591.21,6876.21,6207.33,5908.21,5823.31,5975.57,5971.81,5451.86,5237.08,4775.62,4728.89,4705.36,4689.77,5325.36,5088.93,5316.92,5651.75,5972.82,5847.68,4750.94,5693.62,5796.47,5427.28,5056.26,5367.99,5644.77,5790.79,5858.65,5774.26,5605.17,5317.21,5759.58,5671.53,5189.68,5164.40
GWP_100_AR5_GHG,BGR,Bulgaria,BG32,Severen tsentralen,8178.11,6948.41,6672.41,6573.33,5960.24,5626.81,5709.74,5920.91,5999.81,5393.95,5058.74,5232.66,5117.37,5548.53,5543.55,5225.14,5311.51,5601.65,5434.97,4638.71,4936.58,5209.51,5052.98,4680.62,4989.54,5047.17,5298.55,5409.93,5205.19,5124.31,4767.59,5275.95,5556.86,4543.10,4307.23
GWP_100_AR5_GHG,BGR,Bulgaria,BG33,Severoiztochen,17047.86,14028.05,13235.36,12945.17,12450.97,12735.79,12728.06,12846.43,12165.38,10669.83,10771.35,11427.70,10741.98,11921.03,11736.77,12120.96,12473.89,13414.23,13308.89,11720.63,12347.53,12694.54,11810.97,10862.93,10707.81,10516.96,6995.81,7700.10,7646.12,8496.03,8204.20,9039.30,8636.93,7843.87,7682.13
GWP_100_AR5_GHG,BGR,Bulgaria,BG34,Yugoiztochen,31993.27,27413.42,26075.44,25806.86,23677.29,24185.61,24519.99,21944.69,21757.95,19504.24,18766.64,20313.24,18907.27,20513.13,20306.36,20658.11,20966.71,22740.69,22512.04,20800.74,21336.73,25580.41,22955.84,20495.41,22241.02,23619.58,24169.00,25110.55,22656.19,21325.42,18078.12,21120.67,25339.35,16966.79,14516.53
GWP_100_AR5_GHG,BGR,Bulgaria,BG41,Yugozapaden,22362.88,17970.79,17252.03,17525.56,17429.11,17348.64,17458.66,17669.84,16352.20,15010.38,14568.88,14341.95,13674.47,15364.40,14398.61,14401.71,14636.21,14870.65,13129.71,11103.07,11205.58,11487.33,10909.36,9911.21,10874.51,11223.25,11188.85,11407.98,10991.39,10393.42,9647.69,10772.14,11196.25,9162.15,8974.03
GWP_100_AR5_GHG,BGR,Bulgaria,BG42,Yuzhen tsentralen,12387.56,10244.87,9249.31,8663.32,8535.18,8928.42,9009.59,8602.61,7979.00,6982.21,6908.11,6692.76,6349.87,6953.18,6929.22,7214.15,7137.25,7310.23,6651.19,5578.79,6073.19,6468.62,6244.80,6002.81,6316.98,6626.57,6807.04,7018.96,7033.63,6827.48,6556.04,7188.66,6317.77,5941.07,6013.45
GWP_100_AR5_GHG,BGR,Bulgaria,,,193.73,12.50,12.58,12.60,22.00,18.90,22.23,83.83,74.56,170.48,61.96,136.31,80.55,71.26,59.02,40.38,74.56,123.92,40.28,71.26,46.47,65.06,34.08,37.18,27.89,40.28,58.86,62.11,52.84,21.72,11.68,15.63,24.50,18.01,18.81
GWP_100_AR5_GHG,BHR,Bahrain,,,29066.50,28615.99,32827.40,34930.95,34877.31,34738.47,36057.60,33451.56,34971.41,37028.65,37586.49,38609.69,38113.02,37759.71,37694.90,41152.33,42769.67,43879.91,47369.20,47952.16,48294.23,48662.51,52425.62,56994.92,58815.70,59005.31,59239.53,59075.91,59128.79,63037.21,63246.35,63506.17,64913.35,64902.21,64422.18
GWP_100_AR5_GHG,BHS,Bahamas,,,1307.16,1202.05,1067.11,1094.58,1194.66,1356.61,1496.37,1510.78,1711.85,1562.71,1258.42,1259.07,1359.90,1081.11,1155.21,1145.33,1388.56,1616.90,1669.11,1436.51,1592.77,1170.51,1337.50,1420.07,1466.65,1453.85,1584.56,1721.60,1553.92,1806.39,1530.73,1815.22,1780.03,1789.06,1843.87
GWP_100_AR5_GHG,BIH,Bosnia and Herzegovina,,,32871.81,29791.13,22876.34,19568.36,6551.44,6564.94,7258.57,12559.63,15718.78,16143.18,19867.54,19405.13,20503.85,20920.77,22433.76,23181.15,25355.92,26612.75,28074.95,27860.50,28409.02,31696.36,29639.33,29402.95,27885.98,27846.37,31252.50,31852.24,32255.90,30552.98,30474.86,30351.71,30073.30,28199.45,27626.66
GWP_100_AR5_GHG,BLR,Belarus,,,144971.28,140091.73,128470.02,114318.57,100761.99,92071.89,91931.73,91917.23,90292.02,87739.84,84980.26,83599.15,83451.78,83825.46,87235.78,87962.43,90829.14,89579.35,96342.71,93483.94,98522.14,96136.35,97816.12,98195.73,97473.91,92587.98,91703.38,93459.13,96677.54,94428.17,91718.11,91891.57,89203.03,86933.05,87491.36
GWP_100_AR5_GHG,BLZ,Belize,,,437.39,455.34,454.41,433.87,437.13,419.30,401.56,495.71,516.39,535.90,471.11,492.74,505.45,534.62,513.93,537.70,631.53,659.48,671.27,729.26,770.93,741.41,716.33,780.82,736.61,790.42,814.72,856.26,856.88,991.06,917.54,942.25,973.40,1001.17,1034.68
GWP_100_AR5_GHG,BMU,Bermuda,,,281.94,256.80,207.89,229.34,227.47,228.63,232.60,238.41,243.80,246.84,177.57,176.03,193.21,198.85,200.85,214.27,260.97,307.54,309.44,273.49,338.91,179.68,204.31,224.75,300.78,258.58,341.06,314.08,328.99,330.02,239.98,270.75,283.68,296.79,305.68
GWP_100_AR5_GHG,BOL,Bolivia,,,29429.90,31311.67,32628.47,34946.55,37034.29,29438.46,29461.19,33889.09,31393.90,30550.93,29995.32,28588.18,29755.53,30782.08,32109.39,32704.65,33837.75,35846.94,37058.31,38458.76,41820.61,42677.33,44506.84,46311.53,47367.15,48384.08,50110.86,50772.90,51474.01,52395.67,49243.06,53385.62,55432.03,57212.83,63757.20
GWP_100_AR5_GHG,BRA,Brazil,,,649235.99,676336.97,697805.74,723735.34,752795.67,789780.56,794463.82,818731.56,833857.71,849053.62,870334.08,882100.52,904526.04,934419.84,983418.68,1000644.87,1004579.14,1024210.21,1057606.71,1032205.79,1110027.09,1146649.55,1180008.79,1215943.09,1248609.30,1233223.20,1208307.60,1219238.86,1195921.37,1200306.04,1196009.99,1277187.04,1278542.17,1297170.75,1299180.21
GWP_100_AR5_GHG,BRB,Barbados,,,856.18,827.57,815.63,776.81,764.77,776.65,769.82,866.62,933.18,967.18,839.29,801.08,829.21,858.34,852.96,866.62,904.14,872.37,994.04,1003.41,1021.24,880.02,839.88,924.02,860.86,912.60,967.37,877.79,976.56,1067.25,865.48,851.14,890.76,888.88,912.05
GWP_100_AR5_GHG,BRN,Brunei,,,5851.63,6373.63,6587.15,6906.30,7039.20,7324.42,7692.89,8202.14,7670.51,8154.32,8486.17,8729.79,7897.67,8912.12,8410.29,8090.84,11323.59,10808.78,12905.79,11018.42,9979.05,10677.93,10341.50,10278.76,10487.16,9777.24,10185.27,10182.88,10411.96,10082.14,12755.64,12534.26,11906.79,12061.24,11865.49
GWP_100_AR5_GHG,BTN,Bhutan,,,1131.06,1025.24,991.17,1022.13,1095.36,1252.34,1277.20,1291.69,1313.24,1345.12,1350.35,1364.66,1403.78,1435.56,1447.65,1578.35,1664.51,1686.61,1727.77,1885.64,2008.32,2232.83,2178.62,2296.13,2341.23,2530.88,2683.65,2769.38,3068.55,3115.90,2717.41,2854.10,2799.53,2792.71,2806.32
GWP_100_AR5_GHG,BWA,Botswana,,,9270.63,8281.74,8529.01,8356.13,8409.68,9441.25,8565.77,8796.92,9644.61,10345.31,10949.60,10247.11,10038.68,9468.84,9427.34,10135.53,10019.28,10197.66,10896.96,10274.07,10651.09,11328.51,9908.83,11812.69,12854.81,13198.31,12378.41,12843.38,13753.05,12420.45,10951.55,12256.47,12532.07,12607.70,12097.73
GWP_100_AR5_GHG,CAF,Central African Republic,,,7600.67,8100.86,8082.02,7540.97,8191.39,8400.91,8737.91,7848.14,9163.31,8967.94,9168.30,9603.35,8560.76,9696.29,9042.82,9752.54,9816.42,10858.21,10892.41,10251.40,10922.75,11843.82,11578.66,11525.48,11456.12,11878.58,12649.90,12141.51,12469.42,12274.55,12602.90,12756.29,13079.00,12777.66,13444.29
GWP_100_AR5_GHG,CAN,Canada,,,590515.61,586092.27,602676.62,607863.95,633895.62,649808.49,667760.40,681390.45,690851.32,701352.06,724389.01,715458.05,737719.23,757219.63,745884.39,767172.94,763161.57,784751.05,760763.67,720439.80,741340.05,758562.97,754665.39,765478.35,776273.89,768754.49,765244.96,785924.63,809059.59,805499.62,728511.23,742930.13,761362.61,755239.25,768058.92
GWP_100_AR5_GHG,CHE,Switzerland and Liechtenstein,CH01,Région lémanique,9830.27,10299.78,10185.26,9806.10,9561.25,9694.37,10055.61,9704.62,10008.74,10025.60,9913.59,10190.77,9876.89,10198.39,10500.77,10635.50,10559.05,10050.38,10515.78,10801.24,11280.18,10263.71,10618.47,10833.22,10089.25,9518.41,9825.06,9635.88,9360.82,9343.92,8898.26,9206.14,8496.76,8032.72,8033.18
GWP_100_AR5_GHG,CHE,Switzerland and Liechtenstein,CH02,Espace Mittelland,13143.23,13722.79,13701.28,13112.78,13001.59,13134.67,13223.01,12920.86,13182.13,13319.07,13204.72,13575.81,13223.48,13449.82,13597.65,13780.94,13742.23,13321.43,13588.29,13009.94,13502.88,12708.68,12927.87,13372.69,12591.36,12571.94,12461.83,12204.98,11915.87,11832.89,11288.08,11655.97,10974.35,10761.83,10784.30
GWP_100_AR5_GHG,CHE,Switzerland and Liechtenstein,CH03,Nordwestschweiz,7666.97,7963.24,7836.30,7447.37,7379.19,7437.00,7427.69,7259.42,7433.16,7483.13,7398.44,7653.05,7375.25,7530.61,7597.59,7703.58,7651.30,7394.48,7623.28,7356.97,7590.90,7051.28,7267.00,7337.50,6905.61,6882.37,6974.95,6863.28,6656.50,6640.48,6320.17,6588.30,6128.60,6315.05,6338.93
GWP_100_AR5_GHG,CHE,Switzerland and Liechtenstein,CH04,Zürich,6243.10,6658.17,6710.72,6342.73,6145.19,6387.89,6487.64,6253.74,6575.99,6487.15,6225.11,6474.09,6228.68,6471.43,6503.89,6600.52,6398.87,6057.48,6269.32,5990.20,6225.38,5587.98,5851.25,5999.63,5362.86,5448.09,5515.80,5393.27,5175.73,5154.90,4846.52,5137.17,4630.38,4528.26,4543.94
