Substance,ISO,Country,geo,Subnational desc,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022,Y_2023,Y_2024
GWP_100_AR5_GHG,IND,India,IND.33_1,Tripura,1784.44,1827.92,1831.17,1834.15,1898.24,1951.72,2002.00,2068.39,2040.13,2098.22,2071.39,2075.79,2037.23,2104.26,2161.14,2227.81,2283.23,2376.82,2625.08,2596.12,2674.99,2722.63,2784.50,2833.92,3223.49,3669.18,3834.41,3933.32,4003.21,3977.30,3894.72,3916.81,3922.05,4057.13,4228.02
GWP_100_AR5_GHG,IND,India,IND.34_1,Uttar Pradesh,131716.27,138270.23,141331.28,147373.68,162384.08,168954.22,173274.81,174123.50,175738.20,181613.14,184280.27,185288.70,183892.27,189710.81,197441.71,207470.68,215047.37,222509.21,232985.24,232741.55,242420.42,250021.23,259228.93,255645.57,257346.49,263620.98,269530.55,278520.62,287481.73,288368.63,282707.68,306706.91,327039.86,340191.59,374937.47
GWP_100_AR5_GHG,IND,India,IND.35_1,Uttarakhand,5172.14,5336.43,5407.67,5435.71,5653.18,5796.81,5962.63,6254.85,6257.61,6469.50,6338.76,6356.10,6303.11,6751.57,6972.82,7270.88,7507.22,7883.73,9191.21,9266.53,9783.24,10287.22,10380.30,11011.09,11313.32,11770.09,11954.12,12477.98,12770.86,12967.50,12664.18,13154.26,13743.16,14483.78,14912.12
GWP_100_AR5_GHG,IND,India,IND.36_1,West Bengal,85818.21,91081.03,94461.03,95160.55,100549.49,104881.78,108704.48,110059.39,109394.30,117484.11,120220.38,122400.62,124243.45,127961.61,137419.47,140950.31,146026.94,151920.06,163975.20,167448.91,173743.23,185570.10,192278.51,182879.28,193194.32,194967.74,194425.72,202893.59,208359.56,205945.08,200169.92,217870.97,221167.88,231041.49,236211.45
GWP_100_AR5_GHG,IND,India,IND.4_1,Assam,35973.43,36201.40,35722.95,34871.23,35547.31,36946.15,37644.24,39382.44,39393.27,40071.38,40819.69,41060.15,40324.14,34822.65,35876.22,36517.50,37731.70,38760.99,40876.94,40617.67,41829.60,42125.99,42948.69,43105.91,43500.46,45943.10,45945.81,47481.88,46628.91,48516.37,48905.57,49468.79,51587.18,53776.12,54923.98
GWP_100_AR5_GHG,IND,India,IND.5_1,Bihar,39598.13,40759.81,42081.10,42661.14,44986.97,47255.47,49670.87,50924.73,50776.31,52301.75,52351.65,52810.24,52219.26,54388.74,55964.95,57314.97,58792.70,60493.42,69427.25,70888.45,74759.34,74442.06,75283.46,74842.78,79300.30,83241.70,82920.22,86920.89,91124.09,95453.78,93974.18,107059.07,115720.32,123963.33,132502.33
GWP_100_AR5_GHG,IND,India,IND.6_1,Chandigarh,1364.00,1344.99,1389.82,1150.05,1202.99,1144.58,1151.49,1269.98,1198.86,1206.82,1130.21,1144.02,1158.02,1038.18,1070.27,1183.64,1243.57,1355.59,1274.62,1302.59,1484.96,1571.47,1526.73,1414.27,1473.98,1573.27,1619.18,1725.05,1586.97,1595.97,1541.56,1689.59,1747.86,1734.48,1801.90
GWP_100_AR5_GHG,IND,India,IND.7_1,Chhattisgarh,62468.43,66391.85,67325.14,68867.92,71132.08,75590.65,78076.73,77588.60,76377.54,79716.25,81498.02,82302.24,84996.36,87590.25,93149.54,96121.43,102836.28,112572.61,125206.66,135291.29,142637.10,155715.91,168624.91,171062.02,194266.31,205097.37,204413.93,215440.48,231872.68,229654.46,224178.75,247803.01,267706.53,286048.23,290251.17
GWP_100_AR5_GHG,IND,India,IND.8_1,Dadra and Nagar Haveli,326.17,323.61,333.58,434.64,453.92,434.52,438.11,477.92,658.20,661.62,618.98,628.20,632.03,679.12,701.74,774.47,818.13,893.47,999.62,1029.38,1174.15,1248.02,1206.31,1328.26,1378.22,1472.91,1513.19,1612.09,1558.71,1562.87,1513.16,1661.15,1713.93,1832.34,1904.23
GWP_100_AR5_GHG,IND,India,IND.9_1,Daman and Diu,344.62,339.86,352.45,579.56,605.82,575.82,580.22,638.77,934.99,938.14,873.49,887.42,894.97,845.03,875.76,974.25,1033.35,1139.37,1109.80,1155.18,1329.43,1422.08,1373.88,1329.41,1382.07,1483.38,1526.37,1631.90,1478.06,1481.81,1424.59,1570.64,1625.85,1719.85,1788.31
GWP_100_AR5_GHG,IND,India,,,12776.87,11353.53,10100.56,8409.36,8560.34,9389.66,9294.44,10215.55,9327.67,9324.89,9155.29,8935.69,8232.63,9050.31,9441.05,10929.25,12029.56,13872.67,14255.77,14852.93,14954.05,15903.06,16954.07,15738.10,16155.39,16954.95,18631.22,23203.31,25797.07,25043.93,17235.99,21716.59,24684.20,25001.20,26117.08
GWP_100_AR5_GHG,IRL,Ireland,IE04,Northern and Western,11653.49,11834.91,11843.66,12024.52,12294.01,12398.95,12630.12,12869.19,13382.17,13792.20,14811.46,15058.48,15089.44,15986.41,16134.66,16285.69,17790.65,17133.78,16652.24,15541.49,14878.40,13937.67,13825.95,13741.54,13781.12,13893.68,14580.81,14588.25,14113.03,14078.21,13681.49,14098.97,13977.03,13375.53,13284.48
GWP_100_AR5_GHG,IRL,Ireland,IE05,Southern,30315.28,30889.95,31432.26,31523.62,32179.29,32622.54,33210.89,33949.70,35177.43,35766.88,36843.81,38409.74,37027.12,35715.22,35129.61,36940.04,35716.12,34756.10,34535.98,32154.93,32686.31,31102.31,32683.85,31744.52,32022.55,33410.99,34644.63,33960.61,31735.46,30003.12,28439.74,29955.53,29277.33,27107.35,25998.62
GWP_100_AR5_GHG,IRL,Ireland,IE06,Eastern and Midland,16848.87,16762.65,16348.75,16793.60,17359.81,17586.91,18294.95,18768.38,19784.19,20837.97,22459.15,23060.23,23308.79,24096.37,24328.94,24340.21,24331.09,24567.98,24560.00,23185.60,22287.33,20550.10,20462.01,20592.67,20098.25,20237.04,21301.42,21107.66,21083.15,20904.27,20434.15,20667.16,20259.38,19547.31,20073.11
GWP_100_AR5_GHG,IRL,Ireland,,,134.38,137.46,109.72,159.29,165.59,140.64,159.64,175.16,187.82,212.90,247.21,265.84,281.46,287.80,336.84,348.85,512.43,438.58,399.15,362.99,344.95,259.86,269.67,265.68,295.00,245.07,277.14,250.77,274.88,292.94,350.18,379.12,343.88,327.77,321.62
GWP_100_AR5_GHG,IRN,Iran,,,331283.74,375980.72,400015.00,398496.04,437636.23,438414.35,456788.55,470425.19,455617.89,481548.94,511377.32,516948.30,533275.10,580304.12,607849.00,650680.30,697203.66,721223.06,737024.91,757697.78,767599.70,776162.73,766304.48,786381.56,800223.39,793332.05,837861.47,866986.76,856691.57,891364.20,909938.22,974107.19,989864.56,1030094.69,1054765.07
GWP_100_AR5_GHG,IRQ,Iraq,,,171718.24,78394.93,106600.30,136395.17,148303.74,148392.94,138161.80,177248.31,158937.42,148087.88,167851.37,181674.41,169949.84,152201.00,170869.92,164520.83,164146.87,154437.95,171497.82,187344.04,210534.18,223788.57,253353.12,265303.35,265477.19,275916.29,325512.03,339868.23,357464.55,377126.64,345617.85,361816.75,399167.46,405173.16,413276.42
GWP_100_AR5_GHG,ISL,Iceland,IS00,Ísland,4319.21,4303.25,3219.09,3341.49,3459.18,3316.65,3601.48,3553.16,3713.76,3779.43,3894.28,4002.17,4207.06,4177.06,4261.09,4172.59,4318.92,4673.67,4968.50,5012.67,4943.79,4826.60,4826.93,4863.22,4583.48,4791.23,4307.74,4453.78,4408.12,4256.24,4189.73,4222.49,4253.56,4207.28,4242.72
GWP_100_AR5_GHG,ISL,Iceland,,,94.22,84.74,87.96,84.92,100.69,62.70,78.43,62.61,56.21,50.11,43.76,46.91,37.50,40.69,40.82,40.82,78.51,81.38,81.83,53.32,56.57,37.71,31.34,34.46,59.28,47.19,49.93,54.12,67.40,80.27,38.04,37.86,48.17,38.77,39.69
GWP_100_AR5_GHG,ISR,"Israel and Palestine, State of",,,41927.44,42696.50,45495.09,49489.21,53065.44,56484.90,59842.04,61739.69,62880.79,64502.04,69117.07,69223.94,72494.41,74297.06,74140.91,72146.95,75401.00,78022.12,79513.61,77971.96,83724.47,83773.53,90599.89,82035.44,79466.99,82864.28,83245.52,83284.89,79914.88,82374.69,78862.23,78521.25,81863.15,79053.41,76620.73
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITC1,Piemonte,32572.97,33091.59,33000.47,32940.87,32498.71,34054.65,34333.83,34769.13,35852.25,36920.30,32664.01,32772.10,33288.05,35340.57,38822.64,40603.30,39408.26,39641.82,39635.77,37133.16,37735.53,37085.58,34827.71,32779.85,31193.74,31771.76,32689.22,32737.81,32717.06,32844.18,30190.21,33650.74,32988.61,31051.41,30490.67
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITC2,Valle d’Aosta/Vallée d’Aoste,1074.61,1093.15,1118.49,1130.15,1105.71,1139.62,1145.54,1148.95,1178.84,1190.95,1191.61,1207.80,1207.68,1233.32,1252.14,1253.79,1240.19,1224.74,1184.54,1138.19,1145.87,1120.02,1085.09,1062.52,1053.01,1051.75,1039.49,1010.80,1026.23,1024.58,893.75,1024.86,1023.42,1000.70,990.24
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITC3,Liguria,17640.41,15774.04,12449.08,10951.88,11321.91,12416.72,12073.61,11912.25,12398.79,12729.45,16199.50,16712.72,17466.08,17890.80,19363.05,19025.09,18863.72,20664.35,19929.20,18051.04,16737.12,16856.56,17302.77,15946.94,15379.89,15203.09,14218.51,10414.07,9511.49,9036.30,7884.63,8672.98,7321.26,6866.35,6701.50
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITC4,Lombardia,67203.00,66609.28,66426.37,65559.90,64463.70,67114.92,67028.18,66067.12,67340.14,68713.23,65875.05,65144.80,64844.57,73921.51,80252.90,85759.50,82377.88,81037.80,80112.65,72638.52,74379.74,73287.50,70088.17,64403.66,61294.39,60596.43,65314.29,66484.41,66334.83,66634.31,62736.81,67666.45,65640.29,61603.29,60702.12
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITF1,Abruzzo,8713.07,8933.69,9031.32,9044.73,9287.26,9675.83,9714.61,9756.86,10456.44,10923.99,10978.30,10782.05,10742.41,11045.06,11083.87,11104.76,10834.49,10765.54,12059.64,10876.21,10886.96,10509.31,10065.79,9515.91,9148.14,9291.88,10213.31,9386.01,9327.97,9412.66,8526.84,9720.18,9563.59,9019.09,8877.72
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITF2,Molise,3102.44,3138.26,4057.58,3965.97,3800.73,3981.62,3929.44,3746.78,3847.43,4015.36,4235.45,4058.35,4028.23,4107.77,4206.92,4214.25,5684.64,5664.51,5200.16,4399.12,4385.99,4258.08,3914.51,3493.89,3311.85,3364.51,3485.30,3473.17,3373.50,3482.10,3155.51,3452.22,3412.85,3131.38,3098.46
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITF3,Campania,17169.72,17730.20,17657.94,17653.38,17049.11,17890.12,18028.72,19037.04,19614.44,20324.08,19984.65,20023.13,19838.68,20511.60,20882.97,21264.60,20650.07,21776.31,21069.52,20383.82,20208.23,19637.24,18649.20,17933.01,17025.74,17646.95,17690.98,17569.04,17529.23,17562.33,16005.24,17621.21,17049.96,16737.03,16495.15
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITF4,Puglia,48929.37,49799.99,49068.75,47064.10,47873.82,51352.22,49309.24,43110.22,41945.92,40644.42,44978.71,45688.42,47029.38,48530.91,51412.11,51786.17,52330.79,51335.91,49236.16,39442.35,40282.84,42107.92,41908.27,37847.07,36281.34,36575.58,34462.53,34375.84,32841.63,29731.30,26191.70,26598.11,29754.46,24611.41,23987.75
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITF5,Basilicata,14564.10,14442.34,14320.36,14146.45,14050.73,14699.36,14313.37,11209.43,10473.15,9785.38,9828.08,9070.26,9148.91,9060.59,8890.51,8489.83,8308.56,7912.31,7269.40,6882.53,6872.45,6864.55,6183.18,5955.71,5865.61,6023.31,5877.42,5713.26,5865.10,5847.51,4841.62,5256.56,5304.80,5003.59,4939.28
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITF6,Calabria,9300.04,9513.68,9632.44,9535.61,9284.36,10041.09,10397.43,10314.50,10578.32,10923.42,10687.32,10610.35,10597.36,10956.10,11306.21,11419.08,12872.74,12735.60,15199.15,13366.01,14486.85,13868.63,12894.93,11660.41,11231.84,11378.93,11747.08,11986.90,11612.83,11956.07,10854.82,11780.43,11556.71,10588.12,10283.79
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITG1,Sicilia,64443.85,63204.37,63518.60,62939.93,62254.08,65462.14,63526.39,50647.86,47943.92,46087.52,48515.53,46052.85,46630.86,45490.11,45912.88,45162.54,41798.18,40530.34,38355.50,33892.19,36748.87,35114.92,32644.80,29119.16,27688.63,29126.76,28525.43,29241.02,28853.70,28866.41,26084.26,27374.29,27318.18,25721.15,25218.95
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITG2,Sardegna,25748.29,25196.40,31071.68,31015.50,31075.19,32633.79,31891.23,26671.08,26045.90,24975.56,25424.50,31035.21,32131.12,31072.56,30554.81,31335.72,30631.14,29772.44,28635.35,25775.70,25119.36,24904.10,24199.01,22546.14,21707.21,22650.66,21062.56,21515.98,21127.02,19778.73,17361.36,18172.60,20118.14,17735.95,17458.63
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITH1,Provincia Autonoma di Bolzano/Bozen,3208.40,3302.74,3337.07,3389.97,3310.66,3464.33,3507.14,3576.08,3732.54,3819.68,3247.59,3280.69,3273.62,3513.63,3733.81,3754.70,3702.98,3631.10,3547.89,3426.45,3461.33,3355.89,3199.01,3120.70,3058.12,3159.30,3137.94,3074.81,3174.80,3144.39,2766.56,3200.14,3172.16,3079.73,3071.83
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITH2,Provincia Autonoma di Trento,3879.87,4015.81,4077.41,4072.37,4067.15,4236.52,4280.46,4354.05,4500.07,4552.44,4276.65,4324.92,4340.64,4566.08,4489.75,4459.31,4389.23,4342.62,4342.78,4087.12,4093.52,3819.93,4060.45,3602.74,3554.17,3634.99,3568.95,3583.96,3636.11,3612.32,3270.12,4074.33,3956.00,3823.93,3797.94
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITH3,Veneto,55289.31,53497.84,51441.52,51581.90,52030.55,54906.56,53970.87,53163.87,54180.43,54791.78,52690.26,55699.73,55894.09,58246.31,59434.56,58961.45,54352.43,53263.31,52112.37,47849.24,48402.43,46519.91,45590.15,44009.72,42539.42,46751.89,39157.99,38439.90,38762.28,37345.00,33761.15,38433.06,37907.94,35945.46,33803.46
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITH4,Friuli-Venezia Giulia,12383.92,12260.19,11764.78,11390.14,11510.71,12074.99,12071.09,12238.65,12577.63,12742.31,15339.74,15096.53,15296.52,15635.49,15362.78,14925.36,16507.87,16166.49,15320.20,13855.15,13924.66,13493.05,12877.85,12119.94,11692.38,11945.40,11892.89,11822.71,11688.23,11384.86,10165.79,11689.20,11952.00,10969.76,10797.68
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITH5,Emilia-Romagna,46264.06,45571.71,44445.81,44299.55,43001.91,44951.81,44767.18,45423.13,45300.56,45997.85,42883.08,40816.61,45999.44,52589.04,49699.42,49212.12,49740.36,51150.80,46104.35,42633.75,43032.30,41637.27,40388.74,37628.32,36326.56,35243.25,37938.08,37700.84,37890.72,37810.91,35060.99,40662.08,38874.32,37126.34,36414.63
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITI1,Toscana,22326.63,22782.01,22395.26,22260.67,22007.25,23042.31,23151.60,24269.73,25046.09,25764.33,24546.20,25413.12,25325.44,26586.44,27777.72,26713.38,26712.02,27177.21,26105.36,23702.65,24254.46,23698.97,21936.93,20836.80,19887.17,20571.52,20326.87,20621.98,20875.15,20879.70,19016.90,21251.49,20878.20,19727.58,19391.40
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITI2,Umbria,8567.16,8387.23,8048.77,7699.33,7756.72,8172.07,8080.18,8160.19,8477.33,8829.81,8621.30,8667.74,8517.19,10102.32,10458.68,10466.15,10072.44,10026.27,10793.74,9691.50,9550.32,9452.72,8902.40,7834.23,7394.22,7442.60,7388.24,7370.13,7397.51,7257.84,6598.32,7050.14,6885.84,6543.42,6468.97
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITI3,Marche,8397.45,8413.78,8549.04,8708.10,8585.76,8936.26,9002.28,9168.87,9551.60,9701.32,9166.52,10968.64,11060.21,11148.74,11013.30,11054.37,10701.15,10534.31,10272.26,9735.15,9822.03,9581.10,9012.04,7655.63,7617.88,7767.40,7844.00,7966.71,8000.15,7912.20,7170.41,7993.55,7905.12,7575.62,7474.83
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",ITI4,Lazio,31580.62,32698.20,31808.26,31344.89,29739.03,31621.65,31873.00,61760.64,69411.53,71898.52,80765.15,72876.66,72936.99,68112.81,64520.11,61175.85,59236.02,54574.39,52359.61,49653.86,54275.25,52216.68,51788.29,48392.74,45236.46,47211.52,46296.79,46505.82,45652.43,43296.04,39534.64,39916.99,41314.89,35957.73,35920.50
GWP_100_AR5_GHG,ITA,"Italy, San Marino and the Holy See",,,2291.55,2487.91,2465.53,2521.80,2618.92,2767.63,4118.98,4194.24,3707.70,5840.72,6055.89,6055.02,6042.37,6593.06,6575.68,6594.35,6747.38,6722.28,6885.77,5891.86,5760.13,5603.49,5175.49,5276.63,5129.19,5124.05,5349.44,5129.22,4675.36,4671.83,3424.57,3670.32,4161.72,4691.75,4786.19
GWP_100_AR5_GHG,JAM,Jamaica,,,9250.34,9225.55,10033.82,10185.31,10235.91,10579.40,10916.36,11102.88,11618.86,11911.62,11979.71,12047.35,12004.62,12366.96,12331.66,12306.62,13714.89,13613.61,11207.96,9361.37,8974.38,8913.74,8332.58,8799.71,8542.08,8417.67,8944.01,8644.82,10049.83,9770.78,7219.43,7790.72,8844.44,9042.43,9424.70
GWP_100_AR5_GHG,JEY,Jersey,,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,,,,,,,,,,,,,,,,,,,,,
GWP_100_AR5_GHG,JOR,Jordan,,,12120.93,12435.95,14567.67,15148.41,15680.32,16651.76,17000.35,17550.54,17865.47,18017.71,19704.69,19930.74,20860.06,21521.28,23110.80,24765.44,25141.23,26238.97,25912.52,26435.25,26145.67,26948.64,30741.87,30465.56,32612.16,32653.66,32834.05,34379.20,33372.48,31899.16,29998.69,31306.20,33338.40,34400.68,34855.73
GWP_100_AR5_GHG,JPN,Japan,,,1295844.80,1310273.75,1320998.87,1317028.95,1380294.73,1399297.53,1414674.93,1396834.76,1342210.27,1373272.70,1377782.20,1356372.99,1384755.16,1389219.23,1380390.56,1389604.74,1359712.63,1393908.98,1319317.00,1250645.66,1313160.17,1363179.82,1401341.79,1417740.58,1366667.42,1324422.55,1320935.40,1305690.41,1254598.42,1215140.84,1151067.66,1172125.15,1142304.62,1094024.25,1063335.85
GWP_100_AR5_GHG,KAZ,Kazakhstan,,,342267.89,348412.37,352785.80,307345.11,273844.82,237162.36,208191.63,181035.60,180599.98,165691.97,172308.46,171780.19,187757.82,207631.55,222289.44,237256.35,263572.89,274775.79,308177.22,283787.23,304015.40,327490.21,322818.85,340362.30,298219.03,262973.62,278612.29,293319.27,298679.48,288133.75,296352.82,315643.82,322932.18,326862.89,330393.35
GWP_100_AR5_GHG,KEN,Kenya,,,38457.80,37604.81,38008.60,38402.45,38949.97,39574.81,38735.68,38654.09,39630.29,42410.81,41383.85,42312.41,44708.27,46040.64,50411.01,52898.14,51632.41,71434.86,76178.89,75153.52,78737.64,79543.62,77936.86,77881.01,79970.04,82133.36,88437.76,85544.51,88435.42,97220.21,108577.16,102160.19,105155.15,100576.05,102836.15
GWP_100_AR5_GHG,KGZ,Kyrgyzstan,,,33367.35,30628.21,22637.31,18251.70,13737.81,10534.41,11339.40,11715.39,12087.49,10932.00,10898.48,10078.93,11167.80,11853.73,11798.25,11894.70,11990.13,13346.05,14739.48,14631.08,14357.63,16402.11,18591.49,18502.12,19400.57,19870.99,19631.05,19996.80,22129.14,21225.75,20399.40,21829.00,21953.45,21717.11,22368.96
GWP_100_AR5_GHG,KHM,Cambodia,,,14577.03,14547.22,14910.33,15367.71,14823.75,19009.00,19146.78,19493.59,19667.68,20370.08,20451.54,21006.01,20892.92,22871.12,22396.90,25148.51,26598.86,27873.43,28792.66,30308.55,30973.31,32139.09,32002.71,31983.30,33402.24,35173.50,37872.40,39820.06,40686.72,44000.72,46956.91,48336.93,47104.22,48981.80,49834.75
GWP_100_AR5_GHG,KIR,Kiribati,,,33.07,33.50,35.31,35.75,36.51,34.84,35.45,36.37,37.39,37.71,52.16,49.28,64.44,66.34,68.42,84.40,89.47,85.60,93.33,82.94,86.57,82.89,82.38,87.20,88.25,90.66,97.01,98.84,106.32,107.38,105.87,113.77,109.95,110.78,115.19
GWP_100_AR5_GHG,KNA,Saint Kitts and Nevis,,,59.90,66.88,68.20,73.23,79.82,73.51,79.90,83.35,84.01,84.34,94.19,95.70,103.44,105.95,112.49,106.65,112.55,121.20,126.74,136.99,145.37,123.91,117.55,128.84,134.40,140.12,149.73,142.23,150.41,170.58,160.40,163.32,184.14,179.29,185.49
GWP_100_AR5_GHG,KOR,South Korea,,,311402.09,346703.38,377498.77,403121.46,433936.93,466407.82,499757.72,527461.55,454985.57,496609.27,530144.98,537294.35,554173.05,560142.72,578458.55,575115.24,583400.57,603976.24,616336.07,621142.47,682954.96,716389.67,715602.33,712962.38,702553.07,714593.77,719521.43,738191.24,754522.26,729069.57,695127.06,719280.57,694878.31,670114.56,668245.27
GWP_100_AR5_GHG,KWT,Kuwait,,,50554.85,45863.08,45950.94,64309.19,72946.54,70790.82,71270.81,75941.07,77194.30,79342.79,89595.91,91272.91,94617.74,105193.41,110054.22,121801.40,125310.17,121437.01,126248.72,124539.08,126711.96,135487.99,138791.33,140765.00,139441.83,143824.33,149039.78,146704.50,150353.01,148815.52,144052.74,152392.56,159622.80,167887.67,173330.70
GWP_100_AR5_GHG,LAO,Laos,,,6771.52,6795.67,7165.42,7254.60,7668.54,7751.60,8013.90,8246.38,7925.01,7850.84,8895.48,9253.79,9580.36,9874.77,10457.13,10291.89,10846.88,11474.86,12002.00,12989.39,13834.94,13842.74,14839.73,15480.10,16375.22,21374.74,29046.42,32411.61,33114.96,32964.13,33521.80,37853.82,38498.78,41173.20,41549.64
GWP_100_AR5_GHG,LBN,Lebanon,,,7752.13,9370.30,10048.23,13615.51,14782.44,16940.85,17618.11,19176.13,19161.82,19717.76,18172.35,19593.74,19707.37,19959.67,20371.61,20380.89,20033.50,18888.28,22350.35,25778.52,24899.02,25465.97,28230.25,28072.70,30182.02,32417.30,33654.51,35352.68,33725.11,33563.23,28630.76,23757.98,17710.29,18360.03,18786.31
GWP_100_AR5_GHG,LBR,Liberia,,,1808.57,1586.48,1474.17,1364.99,1326.85,1356.56,1459.61,1591.78,1769.35,1955.01,2189.70,2229.90,2279.54,2364.20,2468.08,2704.07,2984.86,2883.98,2891.87,3066.73,3395.76,3564.23,3711.38,3712.35,4106.80,4288.94,4509.41,4335.40,3811.89,4333.74,4210.46,4210.31,4367.67,4412.55,4459.91
GWP_100_AR5_GHG,LBY,Libya,,,87038.45,84678.91,79309.02,75449.12,91464.08,101456.77,105896.83,93325.72,89330.01,87512.06,91731.50,88275.77,88514.67,98309.83,96934.83,104478.27,102799.64,96255.51,100572.23,100243.27,106059.12,62575.30,99545.60,90633.91,80399.91,71718.80,68153.26,82061.61,88531.30,91637.78,64448.04,92615.46,89944.71,97951.64,98170.88
GWP_100_AR5_GHG,LCA,Saint Lucia,,,149.52,149.33,149.52,148.00,163.14,168.27,170.90,178.65,188.42,201.04,213.71,219.26,211.99,226.06,221.53,225.56,236.93,247.60,257.59,269.08,288.98,250.99,259.84,282.78,299.50,306.50,322.98,330.35,396.15,436.37,423.20,429.74,449.76,454.15,468.52
GWP_100_AR5_GHG,LKA,Sri Lanka,,,15918.39,15469.52,16876.14,17053.43,18195.88,18207.42,20173.41,20199.42,19573.75,21019.70,22454.27,22142.22,22784.29,24038.49,24130.10,25991.89,24840.02,25620.72,25825.39,24948.12,26548.78,28680.88,30752.36,28020.57,30090.75,33265.33,36126.85,34724.36,34501.09,36304.56,35882.84,36065.27,34125.91,35185.36,37166.53
GWP_100_AR5_GHG,LSO,Lesotho,,,2128.55,2171.64,2334.76,2295.73,2241.70,2194.68,2112.36,2191.94,1944.46,2531.11,2668.05,2681.11,2545.56,2581.71,2575.02,2745.13,2702.89,2839.41,2703.35,2801.50,2806.92,2843.57,2906.80,2810.30,2818.09,2784.56,2820.99,3031.36,2929.75,2811.95,2474.94,2621.38,2911.49,3070.96,3054.97
GWP_100_AR5_GHG,LTU,Lithuania,LT01,Sostinės regionas,14558.23,15397.78,9718.78,7701.25,7606.33,6979.39,7307.06,6777.24,7177.14,6169.62,5196.95,5314.05,5221.41,5102.66,5153.00,5314.29,5274.90,5125.10,5261.74,5149.29,5797.90,5147.42,5231.39,4700.24,4322.60,4237.23,4115.23,3888.48,3865.10,3713.60,4057.91,4200.12,3862.88,3680.21,3692.80
GWP_100_AR5_GHG,LTU,Lithuania,LT02,Vidurio ir vakarų Lietuvos regionas,34036.40,34752.86,23290.92,18939.85,17458.70,16946.14,17117.24,17195.57,17762.04,15851.04,15204.07,15764.17,16360.83,16565.93,17380.93,18245.20,18568.02,20810.75,21134.15,18152.05,18407.58,19949.45,20186.80,19188.43,19610.13,20475.34,20340.45,20996.24,20573.00,20924.34,20378.23,20073.10,18425.13,17885.13,17832.82
GWP_100_AR5_GHG,LTU,Lithuania,,,15.94,9.56,3.19,3.19,3.19,3.19,15.94,15.94,12.75,9.56,18.86,21.83,25.15,15.85,25.17,19.04,22.23,19.04,25.33,15.94,19.13,15.94,15.94,15.94,15.94,15.94,12.75,18.76,16.84,18.44,13.66,14.60,11.74,10.21,10.08
GWP_100_AR5_GHG,LUX,Luxembourg,LU00,Luxembourg,12927.63,13436.72,13156.66,13380.81,12445.55,10048.29,10122.42,9510.72,8761.81,9157.90,9781.22,10325.24,11008.25,11418.88,12846.68,13076.16,12880.95,12297.25,12181.64,11583.32,12203.63,12060.24,11820.94,11289.92,10796.36,10294.78,10034.51,10192.44,10527.73,10658.39,8923.70,9316.92,8191.52,7851.59,8052.77
GWP_100_AR5_GHG,LUX,Luxembourg,,,3.10,3.10,3.10,,,,,,,,0.82,0.69,0.74,0.79,0.61,0.45,0.51,0.65,0.61,1.29,1.09,0.86,1.69,1.66,1.63,1.65,1.60,1.62,1.66,1.53,0.87,0.99,0.92,0.89,0.90
GWP_100_AR5_GHG,LVA,Latvia,LV00,Latvija,27430.81,25766.58,21705.43,18461.44,15296.09,13658.12,13637.36,13100.64,12559.73,11916.44,11099.24,11701.86,11759.29,12061.66,12139.56,12286.22,12875.21,13305.77,12900.93,12143.97,13212.70,12634.98,12559.52,12300.57,12194.10,12471.20,12452.75,12313.61,12892.80,12778.09,12179.86,12438.89,11813.63,11692.21,11636.54
