time,values,unit,geo,time,region_name,year
2020-01-01,13000,EUR_HAB,PL63,2020-01-01,Pomorskie,2020
2020-01-01,13200,EUR_HAB,PL71,2020-01-01,Łódzkie,2020
2020-01-01,9800,EUR_HAB,PL72,2020-01-01,Świętokrzyskie,2020
2020-01-01,9300,EUR_HAB,PL81,2020-01-01,Lubelskie,2020
2020-01-01,9400,EUR_HAB,PL82,2020-01-01,Podkarpackie,2020
2020-01-01,10000,EUR_HAB,PL84,2020-01-01,Podlaskie,2020
2020-01-01,30000,EUR_HAB,PL91,2020-01-01,Warszawski stołeczny,2020
2020-01-01,11600,EUR_HAB,PL92,2020-01-01,Mazowiecki regionalny,2020
2020-01-01,16900,EUR_HAB,PT11,2020-01-01,Norte,2020
2020-01-01,19900,EUR_HAB,PT15,2020-01-01,Algarve,2020
2020-01-01,17300,EUR_HAB,PT16,2020-01-01,Centro (PT),2020
2020-01-01,24900,EUR_HAB,PT17,2020-01-01,Área Metropolitana de Lisboa,2020
2020-01-01,17700,EUR_HAB,PT18,2020-01-01,Alentejo,2020
2020-01-01,17100,EUR_HAB,PT20,2020-01-01,Região Autónoma dos Açores,2020
2020-01-01,17600,EUR_HAB,PT30,2020-01-01,Região Autónoma da Madeira,2020
2020-01-01,10600,EUR_HAB,RO11,2020-01-01,Nord-Vest,2020
2020-01-01,10600,EUR_HAB,RO12,2020-01-01,Centru,2020
2020-01-01,7200,EUR_HAB,RO21,2020-01-01,Nord-Est,2020
2020-01-01,9100,EUR_HAB,RO22,2020-01-01,Sud-Est,2020
2020-01-01,8600,EUR_HAB,RO31,2020-01-01,Sud-Muntenia,2020
2020-01-01,26000,EUR_HAB,RO32,2020-01-01,Bucureşti-Ilfov,2020
2020-01-01,8900,EUR_HAB,RO41,2020-01-01,Sud-Vest Oltenia,2020
2020-01-01,11700,EUR_HAB,RO42,2020-01-01,Vest,2020
2020-01-01,64400,EUR_HAB,SE11,2020-01-01,Stockholm,2020
2020-01-01,38600,EUR_HAB,SE12,2020-01-01,Östra Mellansverige,2020
2020-01-01,38200,EUR_HAB,SE21,2020-01-01,Småland med öarna,2020
2020-01-01,40000,EUR_HAB,SE22,2020-01-01,Sydsverige,2020
2020-01-01,43800,EUR_HAB,SE23,2020-01-01,Västsverige,2020
2020-01-01,36400,EUR_HAB,SE31,2020-01-01,Norra Mellansverige,2020
2020-01-01,38600,EUR_HAB,SE32,2020-01-01,Mellersta Norrland,2020
2020-01-01,45600,EUR_HAB,SE33,2020-01-01,Övre Norrland,2020
2020-01-01,18500,EUR_HAB,SI03,2020-01-01,Vzhodna Slovenija,2020
2020-01-01,26500,EUR_HAB,SI04,2020-01-01,Zahodna Slovenija,2020
2020-01-01,38900,EUR_HAB,SK01,2020-01-01,Bratislavský kraj,2020
2020-01-01,15600,EUR_HAB,SK02,2020-01-01,Západné Slovensko,2020
2020-01-01,13400,EUR_HAB,SK03,2020-01-01,Stredné Slovensko,2020
2020-01-01,12000,EUR_HAB,SK04,2020-01-01,Východné Slovensko,2020
